age,income,employment_length,dti,utilization,delinquencies,history_length,tx_30d_count,refund_rate_30d,active_days_30d,channel,region,product,default
19,60857.21091815821,10.0,0.007030239824710201,0.3652251970284636,0,8.626104060084762,538,0.013262183465119011,1,paid_ads,MW,card,0
33,24011.07337803319,18.0,0.2675632662829528,0.5558466294880479,0,21.667806529319403,193,0.1827243902181016,1,partner,SE,card,0
50,59469.51487708782,17.0,0.16125674124257122,0.48257139132130594,0,2.576211687451283,1663,0.03917805014575339,10,organic,MW,card,0
36,76181.58849329608,20.0,0.13970027794620352,0.30465140823138154,0,10.480064991408293,206,0.2529073996714031,13,partner,SE,card,0
38,55644.92698842313,8.0,0.08077879912068398,0.23256710323009364,1,11.390296641808593,4317,0.017530645677450756,14,partner,SE,installment,1
18,84530.18639815196,1.0,0.250977111281872,0.20300560852861727,2,18.120650906286258,2981,0.06675061196314025,10,paid_ads,NE,card,0
40,49949.89948458814,7.0,0.3798422258727379,0.1809024358258711,0,5.584787127855769,873,0.029733196334959727,0,partner,NE,card,1
37,41626.968317596555,0.0,0.29638410908484775,0.4324470702610096,0,4.2474963004649675,2483,0.049902160686766055,9,partner,MW,bnpl,0
29,29041.7342573053,0.0,0.10712279310413542,0.4692199093066612,0,9.32396332670092,1298,0.04575971311570554,14,paid_ads,SE,installment,0
38,122659.9103941546,0.0,0.14024533777028553,0.46339450252827286,0,7.921289123615751,2741,0.02835907720036394,26,partner,MW,bnpl,0
38,26300.567929604564,4.0,0.32952406294180825,0.6909854752789258,1,18.44433672210118,91,0.05124135867648359,0,paid_ads,MW,card,0
25,44249.856710002365,0.0,0.08632563475272978,0.5160506355107738,0,9.73161927180764,1639,0.1352956829248928,17,organic,SE,card,0
39,37117.89935566825,18.0,0.06979070808667959,0.5261114514803826,1,1.9640269689412413,1981,0.036889384511060115,9,organic,NE,bnpl,0
48,22763.187306203774,0.0,0.18745685594465047,0.4484347037147518,0,6.598496889728754,4419,0.01144789263468309,18,paid_ads,SE,installment,0
34,69153.60332356418,3.0,0.0654185643502805,0.3969998632412225,2,4.944837743549301,3826,0.1119616423386371,5,paid_ads,W,card,0
27,56924.25315256047,17.0,0.18852922822260362,0.6282586868996268,0,5.874120549873644,4575,0.01973534075886923,4,partner,SE,bnpl,0
34,50110.65610792484,3.0,0.10561215366899067,0.03734528902062377,0,3.121179816974178,3372,0.1288392742694044,5,organic,MW,bnpl,0
45,32412.88616909292,18.0,0.2579593571527349,0.27025761977486407,0,12.98595495850779,1551,0.04836652116503873,11,organic,NE,bnpl,0
24,58787.877068739996,10.0,0.294673937155051,0.29370060959073574,0,6.56173758059622,1377,0.029376646357137323,11,partner,W,card,0
42,38927.00114691646,2.0,0.04469526636108572,0.2643797941571112,1,6.403350005992356,3524,0.09644558320263442,8,paid_ads,SE,installment,0
29,56416.34569794548,9.0,0.20868717844678175,0.5194289035965354,1,3.5043643038422485,2138,0.028514545740518836,17,organic,NE,installment,0
38,90950.35064917115,12.0,0.16067708306742154,0.3171071813422809,2,4.15728855798016,2558,0.2101504760361981,3,partner,MW,installment,0
30,13071.73631964022,4.0,0.27901042683284033,0.26523683733112413,2,20.530064977738412,1383,0.10559411527734713,2,paid_ads,MW,installment,0
30,73208.28373228396,17.0,0.13936983669738698,0.6439577303420746,4,13.770753365113064,1255,0.08327476302820896,14,organic,W,card,0
51,145325.9257046804,4.0,0.2780028283154276,0.10318379430139596,1,2.690074071540644,4293,0.026825511573097375,2,paid_ads,SE,bnpl,0
22,104864.25664598632,9.0,0.10710984965662074,0.6589282890233968,0,3.1710845870398936,3053,0.13112679265565622,29,paid_ads,W,bnpl,0
41,65283.44035670304,18.0,0.29418772102777463,0.43571742805701685,0,3.4021551072631984,877,0.12323646809048418,25,organic,SE,card,1
53,81774.24276529289,14.0,0.06013556381751605,0.28666803545328795,1,2.24149112408579,4634,0.02134935910498447,23,paid_ads,SE,installment,0
43,29004.261508165455,20.0,0.11541446348530876,0.2984997944300062,0,7.534698287931098,4697,0.0175638455590862,19,paid_ads,MW,installment,0
23,50019.37716115451,12.0,0.1703543368726898,0.5336869745227539,1,1.8626018886919598,1610,0.025338403799913464,15,organic,NE,bnpl,0
23,41151.243561191666,5.0,0.09208072370843266,0.21694737097377675,1,9.145869014835306,1438,0.03094024516377768,4,paid_ads,MW,card,0
28,35116.31000621241,4.0,0.3359064934532269,0.5129127062058724,1,3.150299327438898,4776,0.05652317788816402,4,organic,NE,installment,0
38,72703.8299851984,3.0,0.1700800406424297,0.16556483899817506,2,16.73962705683157,960,0.028621573349167588,27,partner,W,installment,0
38,40185.1472089914,16.0,0.20074361310438263,0.31340831101295025,0,3.8091839454931864,3341,0.0017440654715960586,29,paid_ads,W,installment,0
23,17550.58635665841,0.0,0.14882872805051023,0.5807471709140551,1,2.7379957083853452,1227,0.20864967052631375,28,organic,W,installment,0
27,55228.35744317078,15.0,0.09113978512153659,0.21276711918478958,0,6.384977074706985,1201,0.16534627695013934,11,partner,SE,installment,0
28,43744.95659853861,20.0,0.20309398210060398,0.3856914208625017,0,17.58642851823741,2136,0.05081781969375931,27,organic,SE,installment,0
34,62728.17267784941,6.0,0.2358214647352598,0.4443727268226743,0,13.320645931249095,1263,0.030686359030089927,18,organic,NE,bnpl,0
56,36139.530930219895,8.0,0.16073888015338172,0.10737085327340813,0,11.499006666769517,2043,0.03233556730238619,12,organic,W,installment,0
27,18743.316269450417,7.0,0.3246916644440019,0.9361374885684823,2,6.231541144062098,1052,0.02993170407024449,8,organic,W,card,0
26,27250.25152403542,16.0,0.10073150886417376,0.838354588266507,1,3.454067628436482,4135,0.03615949859806498,8,partner,W,installment,0
25,28066.64064147053,18.0,0.3986058184195372,0.7626325572829151,0,11.582801965123696,1948,0.1376735740063258,13,paid_ads,NE,installment,0
42,26533.96705724581,10.0,0.35602827535598497,0.36385608757529014,0,7.65259616433302,2717,0.07469134998481243,28,partner,MW,installment,0
36,33478.80792542092,15.0,0.15590585481133526,0.054629113706299234,2,5.915319717202564,3587,0.08238243958699049,21,organic,NE,installment,0
27,63807.18803700255,9.0,0.15544255216777209,0.43348986748327933,1,3.673919953848449,3671,0.09405902266807213,20,paid_ads,W,bnpl,0
32,22234.072532210586,20.0,0.04213426235366889,0.9238102401854981,0,25.058085358136314,3730,0.0786897097375199,3,organic,MW,installment,1
28,68976.22696838241,20.0,0.4238741476126414,0.19107175607260457,0,4.234151979156301,3606,0.04519631756417127,24,paid_ads,W,bnpl,0
39,23508.860150910226,6.0,0.026017239811693495,0.11298151976948997,1,12.903194523251655,2336,0.016762644871220925,27,paid_ads,NE,installment,0
63,36659.90154632921,5.0,0.05778093842007557,0.4457703778264031,0,4.616125132056654,1721,0.03944298136063806,7,paid_ads,W,installment,0
42,43572.542056218335,2.0,0.1032135078599224,0.7449242727937014,2,10.681870759137219,297,0.10679254956385796,28,paid_ads,W,bnpl,0
35,38183.4892092158,16.0,0.022989571051544144,0.3243850776940111,1,24.656964489483986,1660,0.19120185768224707,13,paid_ads,NE,card,0
29,60532.56458195122,13.0,0.33408351741918785,0.6518582446655826,0,11.683886147096741,3582,0.02340449323315743,7,paid_ads,NE,card,0
23,42015.64854765807,16.0,0.4377802907309958,0.34150121498221914,1,9.417763791328746,3155,0.0266626820842222,22,organic,W,card,0
43,41009.222582110844,4.0,0.0825738858225583,0.38381345464082883,1,6.745872441428089,3933,0.08439116046099765,9,organic,SE,bnpl,0
43,13518.39044222363,9.0,0.14543468037047336,0.7818652606798262,0,9.186221005999977,1840,0.0622009594154399,25,partner,NE,installment,0
31,54196.77817767845,17.0,0.14350064298088108,0.8234566904960032,0,2.959724140651516,890,0.032174272702797026,29,partner,W,card,0
48,113473.94685405648,16.0,0.08950213524428816,0.4469036055704403,0,16.109650126206567,2683,0.0006723796583102092,17,partner,NE,installment,0
36,34684.03508117651,17.0,0.21364413456249953,0.13711108980134815,0,12.97024768969476,836,0.09070759339327206,9,partner,MW,bnpl,0
44,61712.61064295819,16.0,0.13049913808532163,0.4507518439501444,2,6.419140035067824,3920,0.03482034770917255,22,paid_ads,NE,installment,0
39,29380.657303889977,6.0,0.14698839018497853,0.388038241290869,0,21.28094541566535,4916,0.09885022314210683,21,partner,W,card,0
34,72598.54281066252,3.0,0.27503055263241727,0.35738865758510696,0,2.6724351433803535,4290,0.011707813904336473,7,organic,SE,installment,1
26,57496.25573607498,17.0,0.3489855758570898,0.5090255390898425,0,11.589906700591593,400,0.11986391020692068,20,partner,NE,installment,0
35,36927.331845940535,1.0,0.06091928895470691,0.24490729734998598,2,6.25531550997738,102,0.007834450482685672,10,partner,NE,bnpl,0
44,35730.839601928885,0.0,0.323455763152343,0.5726362349508026,0,6.926171326371961,4917,0.2606888702782943,23,paid_ads,W,bnpl,0
31,61247.15249685418,8.0,0.2904625475450939,0.8670313033563869,0,9.279940602768349,1299,0.02242412673936983,26,paid_ads,MW,card,0
40,45272.689550852316,9.0,0.33948549226051855,0.3075951822172062,0,6.207974093676362,4293,0.028638080667255653,18,partner,W,card,0
25,23964.142844041544,6.0,0.11617465125031626,0.33794810640274053,0,11.815440485548919,120,0.03042843855857112,21,paid_ads,NE,card,0
44,20660.364604802267,12.0,0.16438164320464302,0.2286364980402782,2,8.486107485139785,4803,0.007479771082898145,16,paid_ads,NE,installment,0
39,59523.24741019604,9.0,0.18015859808222956,0.4586154276849377,2,17.34533897688797,2078,0.03067431985841954,16,organic,SE,card,0
24,30286.450733826267,19.0,0.19803849655071754,0.7203191786333669,0,8.630476883241174,3041,0.005859335649783484,3,paid_ads,SE,bnpl,0
34,45145.16429984205,3.0,0.10909101533774888,0.3097414620124876,0,3.2800101207424475,1975,0.01310516200749445,26,organic,W,card,0
45,59518.76862849771,3.0,0.14545964467942935,0.6299637023791878,0,7.801513607665385,2068,0.06974087385676904,13,paid_ads,W,bnpl,1
23,24313.024048846466,5.0,0.10361387392627436,0.2899919844712601,0,4.174572381560053,2272,0.06466512234260763,7,paid_ads,MW,bnpl,0
25,26712.66102214678,19.0,0.2706194100947864,0.24684964126591533,1,3.198359564956463,3849,0.08616250575450471,27,organic,NE,bnpl,0
35,99839.32893328492,15.0,0.2263749477562659,0.46595789983902736,1,11.35102170252814,2073,0.035558805743293315,26,organic,NE,card,0
57,36093.05865147921,11.0,0.1552321136877895,0.9716981159579442,0,2.81430587167495,3392,0.20353316346401545,13,organic,W,bnpl,0
29,73828.52731646562,9.0,0.03442079951318991,0.6911697067115816,1,3.8033188738107357,2293,0.07842084104093573,14,organic,SE,card,0
41,155380.81326743943,4.0,0.28364202396055344,0.3453554653716051,1,5.237796790634488,3878,0.01083944776912744,25,paid_ads,NE,installment,0
39,49990.874868431514,17.0,0.20337889757966288,0.6145169067331422,0,2.556397027130424,4525,0.14168057597835737,5,organic,NE,installment,0
30,28824.580941862125,11.0,0.301103989565043,0.415016714071676,1,7.1358274401312345,4538,0.09979917261509136,6,paid_ads,SE,installment,0
38,47264.49403666738,17.0,0.04160263276044626,0.6527228342807849,2,8.528041086627361,2158,0.10310769681740405,11,organic,W,bnpl,0
32,40360.5596745518,2.0,0.17835425369227043,0.535455153809531,0,2.0880234172113883,4944,0.028507781394069537,2,partner,W,installment,0
32,45870.08373464898,0.0,0.3106989912023152,0.1453824078918096,0,6.990255378092538,3677,0.022851810962209538,18,partner,MW,card,0
19,63484.11833916643,4.0,0.1236353777203722,0.5152877483919447,0,7.2726166446045255,1120,0.014584517735132725,6,partner,SE,installment,0
36,67225.32573179057,10.0,0.15287590526683126,0.21269951621455668,1,31.104405264143356,4123,0.006043429937489343,21,organic,NE,card,0
45,16278.792208128232,12.0,0.11785061780961857,0.4041006699880023,1,7.36253605352104,3017,0.011151485050469808,20,organic,W,bnpl,0
37,80416.5939020973,1.0,0.4844590253924428,0.6377357369262184,1,8.217583448717177,3324,0.07175178286771267,30,paid_ads,W,bnpl,0
47,50859.35790277647,18.0,0.03465962593981931,0.11550102655467148,0,6.358924319341112,2359,0.09026943584809034,2,partner,SE,bnpl,0
42,33296.935869998575,18.0,0.12933834301073457,0.5205550984552678,0,9.963164252110115,542,0.1591395141681615,23,paid_ads,SE,bnpl,0
35,64027.95727615429,5.0,0.402069577945709,0.6438812467847467,0,2.7498897949954313,1562,0.009884606588723957,5,paid_ads,SE,card,0
30,26232.84080263818,3.0,0.2182598964911152,0.16268231995865656,0,16.900512014702933,2118,0.07860987631529205,14,partner,W,installment,0
31,26851.199433144397,13.0,0.12239457085338233,0.8492144808719316,1,10.751676276850375,4938,0.09541020889109772,0,paid_ads,W,card,0
21,75319.05645614886,0.0,0.14780658483268727,0.7778264770121569,0,6.925449251013535,1824,0.029000742331467082,1,organic,SE,card,0
33,45867.515400144184,12.0,0.08201308401662766,0.4485227663675322,1,4.77581728948724,3702,0.031258929091404535,28,partner,MW,bnpl,0
37,97133.80116255101,4.0,0.2928795286234635,0.3790357371481076,2,7.702153067572135,777,0.029335388218198394,11,paid_ads,SE,installment,0
53,31474.388604480002,7.0,0.4296916371119056,0.3128836225001816,0,20.40247610854063,2161,0.010034182545437672,27,organic,SE,card,0
41,51311.44191213352,10.0,0.20075130412019648,0.21173410209384746,0,7.744654730496458,2162,0.05668810473280292,13,organic,SE,bnpl,0
27,53836.36427575264,2.0,0.2519974449731685,0.45723549451048967,0,1.8106666111118008,3449,0.07361229867946177,24,organic,W,bnpl,0
22,54336.084299899856,8.0,0.18981131213916821,0.2672586529795142,0,10.764126049027531,3017,0.07402968891399199,26,organic,SE,bnpl,0
34,60498.66915682059,3.0,0.07547748856702331,0.3173899611048547,1,10.360537642515569,409,0.011345641154205706,20,partner,W,card,0
44,55815.48064746061,6.0,0.2943462852056341,0.40404023565857494,1,2.0257189078162203,2827,0.030520849128119615,8,organic,MW,installment,1
34,44783.2277345987,12.0,0.1696062270138118,0.04167588634850627,2,10.484153348349874,398,0.07206948295621232,15,partner,W,bnpl,0
41,16801.041117472116,15.0,0.02988391665558158,0.1633314033819806,2,7.557199395226452,4907,0.0062706262481584014,4,organic,W,installment,0
34,68328.74994036648,20.0,0.38977473203602875,0.43961922557664856,0,11.358911551505534,1871,0.01392057895168757,28,organic,NE,card,0
43,13535.83545743571,10.0,0.11749444078671023,0.1555610669962928,1,11.03969575797794,1297,0.01591409589890484,21,organic,MW,card,0
20,23936.193494834053,11.0,0.16092110142568394,0.298514719463149,1,6.658755931050964,139,0.023711150242791842,6,organic,MW,bnpl,0
52,31183.870522049743,1.0,0.3850497231407412,0.5393471994681641,1,1.0071085595132065,983,0.16567521746420016,9,partner,NE,bnpl,0
25,69674.93843358946,9.0,0.08746422255937664,0.6323369530575276,0,4.817270677048317,3362,0.09765183380881888,0,paid_ads,MW,bnpl,0
44,39691.36169390583,15.0,0.1334742363566839,0.2583778900729003,0,18.056849252062058,825,0.028441482756913005,20,organic,NE,installment,0
33,113263.93962008765,7.0,0.172418017958893,0.18893520923249535,0,5.117069094727679,1596,0.0812216970043154,5,organic,W,card,1
35,22172.364041215526,7.0,0.17596543339311624,0.3114491292017889,1,15.464686837030984,4326,0.04851732142344397,28,organic,SE,bnpl,1
34,25595.56812526113,1.0,0.24848955038289167,0.6791493568926262,0,10.230520881977288,941,0.05634581581237835,10,partner,MW,installment,0
39,14397.040691519684,16.0,0.05040595143697523,0.4225086736643844,0,0.7982232944121719,3504,0.14965127972856343,9,paid_ads,NE,bnpl,0
41,24999.542686779612,17.0,0.10598220960138474,0.465698011047412,1,9.964425864647037,3384,0.004863665370590316,16,paid_ads,MW,bnpl,0
47,32327.892705598148,18.0,0.1588561579491262,0.5601333868858616,0,29.87694121606947,1985,0.0351326296159758,13,paid_ads,SE,card,0
50,92269.4369648385,1.0,0.09958767852749076,0.6627157434092309,1,2.064721378122403,4829,0.09330162667396276,7,partner,NE,bnpl,0
39,74823.74797208484,7.0,0.10555055682716075,0.3478671397974224,0,2.591106951516785,3013,0.03743623315573894,25,partner,W,installment,0
53,49972.35807394885,3.0,0.246536119262456,0.3295088836232619,1,7.27505704307712,3342,0.06095922714705732,3,paid_ads,W,bnpl,0
37,37963.42025025506,15.0,0.08071069420809222,0.2793082453169043,0,5.578937161549193,1981,0.020984133185506817,27,partner,W,installment,0
47,65014.249838517535,11.0,0.1432523625172936,0.2597928035823748,1,10.81715774532104,1314,0.02949738731547518,17,organic,NE,installment,1
40,83815.9720975768,7.0,0.30611368587817467,0.40716743259764204,2,8.543370478290745,2736,0.028714639365566466,23,organic,MW,bnpl,0
31,32100.541239099774,2.0,0.1679703287784808,0.4557516211487137,0,8.818748427866572,1299,0.04346678059685166,29,organic,NE,bnpl,0
38,33738.22723248321,6.0,0.3330887510960073,0.7195133620220022,0,4.011537457732727,1134,0.030343905941952954,23,partner,MW,card,0
41,35748.63998532408,8.0,0.3557654404779671,0.5342544063259258,1,3.9365607351510143,3761,0.12116970623888745,8,organic,SE,installment,0
36,18634.161839691853,13.0,0.1732670626092011,0.3506430802802546,0,3.6017155889096664,2327,0.01597980068730652,15,partner,SE,card,1
40,81264.68931247214,13.0,0.12976467212786566,0.3422603822862724,1,2.1353742507949365,1890,0.13612835486076683,16,partner,MW,bnpl,0
45,33133.3038474661,7.0,0.1279626335918469,0.33161393520077087,1,1.982399587922363,2547,0.04037481774957826,29,paid_ads,SE,card,1
36,38381.35712697179,2.0,0.1214016960641587,0.3753007382433955,0,2.8953125873230516,4559,0.03337811909282469,14,organic,SE,bnpl,0
18,91857.25019712368,4.0,0.04736936867405364,0.699962352703695,0,7.140450987474032,957,0.0930440396620167,5,partner,MW,installment,0
53,33867.12204555433,16.0,0.18002253388357017,0.5609552076808662,3,3.293424338813826,571,0.0397581337696107,7,organic,MW,bnpl,0
33,83536.2068011487,12.0,0.26820299932203606,0.48022935906576003,1,10.90699557432697,326,0.032653158352197544,1,partner,SE,bnpl,0
28,18507.102718325295,17.0,0.3461028918906958,0.39070185736335006,0,9.391357597006305,1499,0.04338210985534608,15,paid_ads,SE,bnpl,0
25,58730.95235239601,3.0,0.24749978145337065,0.7531303471821046,0,7.039443078522913,770,0.13656588859601898,24,paid_ads,NE,bnpl,0
33,35499.23409920358,0.0,0.19832779393820857,0.5007148949972278,0,4.208744282502431,213,0.020784506088556677,15,paid_ads,NE,installment,0
30,20136.737288751636,0.0,0.3309354915218167,0.28769618432058325,0,3.313121761043339,2628,0.03586959865130318,4,partner,NE,card,0
29,25140.754896416216,5.0,0.050155438249456445,0.5415779566486278,0,12.18252763056166,1417,0.14024463651676375,11,paid_ads,NE,installment,0
29,47581.55648890678,4.0,0.4208098831654321,0.3793523220004639,0,15.14376623230479,1939,0.029862678085609978,3,paid_ads,W,bnpl,0
41,27447.203336956147,12.0,0.3933996460318403,0.17921983134325312,0,12.19726644433368,1436,0.11980936185937659,20,paid_ads,NE,installment,0
56,53717.963578736904,9.0,0.17657930061589489,0.11896849480971998,1,10.576637518885727,3021,0.008539926637458244,15,organic,NE,installment,0
44,30556.49947814471,12.0,0.15541230013076723,0.24544698354518488,1,23.440638969141176,608,0.09213953669182542,13,organic,MW,installment,0
47,19737.619608227305,9.0,0.20856207406449,0.3832387129748278,1,1.7383281379873492,2221,0.16426877896910824,9,organic,W,card,0
32,72034.76546655892,9.0,0.30525648200013344,0.3914771123419531,0,4.076187506954989,2111,0.037695716833986245,23,partner,MW,bnpl,0
37,51389.9518958511,14.0,0.24821475644308066,0.3009709337335465,2,10.98845152698129,3402,0.01559990857696041,23,partner,MW,bnpl,0
40,18006.628576846742,10.0,0.325576378073069,0.6987818433216679,1,9.357912844395322,1307,0.029426342407796208,9,partner,SE,card,0
29,61483.41155589964,20.0,0.06127962254101441,0.2410491806199686,0,2.2539201561540017,1342,0.024595982557703476,22,partner,NE,card,0
32,47150.362327357565,6.0,0.3250244674436473,0.7081392529150572,2,10.062921794456745,4801,0.11206864003332798,1,paid_ads,W,bnpl,0
45,35746.536980135825,4.0,0.1226439186482409,0.4181878778037922,1,12.726538610631037,1780,0.1789290901133418,7,paid_ads,MW,installment,0
47,36462.33130314969,14.0,0.12169663461577783,0.3574847087484564,0,11.557627659753276,4978,0.05596346184823703,15,partner,NE,bnpl,0
37,86700.13493266728,0.0,0.4534629271183448,0.8173376310487993,1,3.821674440929238,3094,0.004261123775525154,12,organic,NE,installment,0
24,52029.057113294795,5.0,0.32591596829134584,0.43727135234063574,2,17.17826104580724,1824,0.16037620313054457,23,partner,SE,card,0
33,88838.91293781207,5.0,0.17552881894603023,0.3568101094206743,3,6.701791766486677,2784,0.02210008513585112,17,paid_ads,W,card,0
22,56268.460178309964,0.0,0.2523401308642219,0.6390048701343265,1,14.873688640829394,321,0.054809128303258015,13,partner,NE,card,0
37,49882.24431040035,8.0,0.2158196126502325,0.6714291862905523,0,12.339522259821308,3214,0.06084272557538343,7,partner,MW,bnpl,0
39,30374.372034232583,19.0,0.1456861297219146,0.5193082764071362,2,16.096042667423728,989,0.01951684011999873,28,paid_ads,MW,card,0
33,47997.116183170336,11.0,0.16819589891669573,0.5022275788067363,0,5.682389168856684,562,0.04545632565358587,13,partner,NE,bnpl,0
38,73902.38352628525,14.0,0.20109990573489653,0.35286291127877495,0,5.910925824294511,4203,0.04465745211587501,12,paid_ads,MW,bnpl,0
40,46194.189982789634,17.0,0.2217625537162805,0.33808817515188416,1,4.711972889532594,955,0.0056990341480487395,25,paid_ads,MW,card,0
39,116797.26707765312,15.0,0.048975100746549025,0.3594619263930989,0,4.4637502462558025,2703,0.10969260970092165,28,organic,NE,installment,0
24,73847.17341850446,7.0,0.23618310083209224,0.4471767464894299,1,0.7940212290911425,3134,0.049307673465383166,22,organic,SE,card,0
33,24364.410454289868,3.0,0.04280325584898245,0.6878056909526127,1,11.871270103854439,2286,0.07106681424331406,15,paid_ads,W,installment,0
40,34806.10923370887,8.0,0.5713044079645905,0.1293416193507058,1,12.479990974036566,4840,0.05850273833784589,23,partner,MW,bnpl,0
52,62110.32016744693,12.0,0.16404498057795083,0.05736830051969628,0,1.1368734304196213,4691,0.08277471000243615,1,partner,MW,installment,1
33,20671.821749491606,4.0,0.11611047456032655,0.15163735790969443,0,16.136921474709993,1417,0.03899855991070508,28,partner,MW,installment,0
42,41846.87098847335,9.0,0.030906378893586522,0.7631953755835277,0,4.740001817626781,2778,0.07880174347676457,9,paid_ads,NE,installment,1
45,27824.59416261444,16.0,0.1999465354670742,0.1301604982134822,2,5.804793908142719,3957,0.10431173122556692,20,partner,W,card,0
34,45267.804203050364,14.0,0.1478140727384867,0.6610599932665874,0,6.870448853067607,4732,0.05242092815673077,30,paid_ads,NE,bnpl,0
47,27936.280499935827,20.0,0.2803662815526252,0.36305423682620686,0,21.869064605778373,4275,0.04113297662401293,3,organic,NE,installment,0
48,75109.95465283339,2.0,0.08287576731019324,0.4508586251307878,0,0.43502659832589047,1429,0.13869645724990573,26,paid_ads,SE,installment,0
50,34385.99769243262,7.0,0.17680778037484454,0.4995451683641949,1,38.92562638962485,3530,0.01370224775632446,3,partner,NE,installment,0
41,61840.95252682461,16.0,0.19903857658798657,0.29606535103400716,1,3.6003251188296748,2983,0.003901554122489313,19,organic,W,card,0
60,21019.970674337445,8.0,0.20346146916914712,0.15476764233592435,1,7.315987322026897,3817,0.0839402057683478,16,organic,W,installment,1
30,38088.17779875813,20.0,0.15998473182788736,0.6924414374370385,0,9.138745136753935,277,0.018287999443399566,10,paid_ads,SE,card,0
57,23393.721044691392,1.0,0.09344863188777697,0.6240052605484101,0,2.6645016256703573,3462,0.0016559544858710477,14,partner,W,card,1
44,80554.4514903609,14.0,0.3599671874274028,0.384382278989388,0,3.9713734253925024,2710,0.06304996402908124,3,organic,SE,bnpl,0
49,30115.763860890216,9.0,0.008802193296981632,0.33163292583355813,0,3.2149628565423893,370,0.10724137630978799,17,paid_ads,W,card,0
33,42462.22148804871,9.0,0.2445926058679802,0.36819453594297896,1,1.5217656124857737,2008,0.057675496993163725,22,organic,SE,installment,0
44,52889.24870494708,7.0,0.16865746106924162,0.45565148901477753,0,2.7869475723862522,800,0.02590971790751934,24,paid_ads,NE,card,0
50,30539.3803047882,7.0,0.4003298005430937,0.1058162362490989,2,5.7768613073882005,3565,0.01474408824652704,15,organic,SE,bnpl,0
25,24339.15493036084,16.0,0.09303176041180083,0.24405879564010538,1,6.517793618232023,1907,0.07181219346998242,26,organic,MW,card,0
34,48669.04894233763,20.0,0.16028314069078825,0.3153180332906207,0,24.335076761058076,2900,9.126152179266027e-05,21,organic,MW,bnpl,0
18,16879.661399145,5.0,0.3583887525899407,0.8571781388409612,0,2.957719694129867,4899,0.05337165098680979,8,paid_ads,NE,card,0
34,86759.57896046167,8.0,0.13436948787882355,0.3828180763323397,1,1.5431783911181343,2641,0.03764747753580945,21,partner,NE,installment,0
28,41425.82250792475,18.0,0.1469178021400759,0.5273793663368987,2,4.778600402069038,3556,0.07907072037964584,21,organic,SE,bnpl,0
34,21224.715490607894,1.0,0.28055638218710177,0.18706273730800954,2,10.667932481870828,217,0.06636463040027804,18,partner,W,bnpl,1
65,38858.38163450362,19.0,0.48820400879373865,0.8592801746006987,0,4.94614291141034,3710,0.04425257231928789,1,organic,NE,card,0
53,59213.12426330645,15.0,0.07432685308583141,0.09719512397364975,2,2.6122249403769238,4555,0.01551148201046351,11,organic,W,card,0
22,29480.03461317929,5.0,0.21896261774323672,0.6143797251718666,0,9.631611502802077,2270,0.0253037005867319,23,paid_ads,NE,bnpl,0
42,16797.7543308014,4.0,0.15797088155633576,0.6512115818452398,0,2.4463311860568693,4344,0.006016217899174988,8,paid_ads,NE,card,0
44,41702.56378673734,16.0,0.09321430907312693,0.5834814674894852,1,4.455893047854148,3050,0.002842500731951933,26,paid_ads,MW,bnpl,0
33,64899.14012829139,17.0,0.14566529595063984,0.3329173411171517,0,10.628368234311928,229,0.012463949969571375,30,paid_ads,MW,installment,0
38,49837.46385623552,3.0,0.1431438947889112,0.7232513545407767,1,17.498554279107886,4099,0.024688565468115767,11,partner,W,bnpl,0
39,54251.73628524158,1.0,0.33241320197533075,0.337889146363379,0,5.886092193692844,4405,0.03695290358090757,24,partner,MW,installment,0
23,71564.98597389554,10.0,0.4452915150286127,0.3072683038577446,0,10.105878999301334,2100,0.036929053345685435,29,organic,SE,installment,0
26,97877.5868954673,14.0,0.32619355597532396,0.23954515907058047,1,2.966301892641307,3598,0.059821442394358264,22,organic,W,card,0
38,11536.719238721784,20.0,0.1799185200678287,0.11029506270021971,0,12.539800859656639,3399,0.03815313916829243,13,paid_ads,NE,installment,0
37,22871.127126132636,2.0,0.17015921359574404,0.30400093138882767,2,5.589689370202741,4309,0.08034617377367954,30,partner,SE,card,0
29,48239.88409334835,11.0,0.10179371864070352,0.671453901253646,0,3.7010311830651763,2988,0.00899903083043676,6,organic,MW,installment,0
28,50946.32824665758,2.0,0.19060457550327753,0.549968925574972,0,19.639748276941674,3347,0.006980363744040147,18,organic,SE,installment,0
35,20446.701287122847,8.0,0.09628363665041668,0.8189151281293338,0,23.012113426553647,1829,0.0008465278133197959,7,organic,W,card,0
45,29998.68537299111,11.0,0.18075943058826618,0.3201306952611292,0,6.9900661914146935,2937,0.06024047266939156,28,organic,NE,card,0
35,104928.33086217832,5.0,0.35225868064097776,0.5548087749426736,0,2.355345096441312,4420,0.01848519276054172,5,partner,SE,installment,0
52,37159.20480949387,0.0,0.2061910923361594,0.17639714420422326,1,2.877421452441074,3757,0.04430817861078582,2,partner,W,card,0
29,49274.52661794511,3.0,0.1563394312037195,0.43467554849046586,0,3.3724144275564782,809,0.014910958277097909,6,organic,W,installment,0
38,108598.79457536979,18.0,0.05257181730761722,0.16914580546299368,0,1.7259359822074587,1164,0.09318552494738529,3,organic,W,bnpl,0
